"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
77,"Metadata/Terrain/Gallows/Act5/5_16/Objects/AllySpawner2",1,[],0,0,0,6000,9000,0,0,257,"","","","","","",15,0,0,0,"","","","triggerer.Do(\r\n(){\r\n  SetTeam( 1 );\r\nthis.am_ally = 1;\r\n  globals.always_serialised += this;\r\n  AddToPlayerWakeGroup();\r\n  this.warpath = FindClosestObject( \""Metadata/Terrain/Gallows/Act5/5_16/Objects/AlliedPath\"" );\r\n  SetPathObject( warpath );\r\n  SetStateTo( pathing, 1 );\r\n} );",1,1,"",[],100,0,0,0,2,2,1,1
78,"Metadata/Terrain/Gallows/Act5/5_16/Objects/EnemySpawner1",1,[],0,0,0,13000,15000,0,0,257,"","","","","","",20,0,0,1,"","","","triggerer.Do(\r\n(){\r\n  globals.always_serialised += this;\r\n  this.am_enemy = 1;\r\n  AddToPlayerWakeGroup();\r\n  this.warpath = FindClosestObject( \""Metadata/Terrain/Gallows/Act5/5_16/Objects/EnemyPath\"" );\r\n  SetPathObject( warpath );\r\n  SetStateTo( pathing, 1 );\r\n} );",1,1,"",[],300,0,0,0,3,3,1,1
79,"Metadata/Terrain/Gallows/Act5/5_3_1/Objects/BelowSpawner",1,[],0,0,0,0,0,0,0,0,"","","","","","",0,0,10,5,"","","","triggerer.FaceNearestPlayer();","","","",[],0,0,0,0,1,1,1,1
80,"Metadata/Terrain/Gallows/Act5/5_3_1/Objects/RatSpawner",1,[],0,0,5,250,500,0,0,256,"","",1,"","","",0,0,0,0,"","","","triggerer.MatchOrientation( spawner, 1 ); triggerer.rot_offset = Random( -6.0, 6.0 ); triggerer.tan_val = triggerer.rot_offset / 28.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 ); triggerer.DoAction( WalkEmergeRat );","","","",[],0,0,0,0,5,7,1,2
81,"Metadata/Terrain/Gallows/Act5/5_9/Objects/BabySpawnerBase",1,[],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
82,"Metadata/Terrain/Gallows/Act5/5_8_2/Objects/CoreSpawners",1,[1482],0,0,0,2000,4500,0,0,257,"","","","","","",15,10,3,2,"","","","","","","triggerer.SetMonsterBehaviour( FollowPath );",[],80,0,0,0,1000,1000,1,1
83,"Metadata/Terrain/Gallows/Act5/5_10/Objects/GinsengSpawner",1,[],0,1,5,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","",1,"","","[1,2]",0,0,0,0,1,2,1,2
84,"Metadata/Terrain/Gallows/Act5/5_6/Objects/DoorSpawner",1,[],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
85,"Metadata/Terrain/Gallows/Act5/5_6/Objects/TrapdoorSpawner",1,[],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
86,"Metadata/Terrain/Gallows/Act4/4_1_2/Objects/GoblinSpawner",1,[1360],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
87,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/GoblinMinerSpawner",1,[1392],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1
88,"Metadata/Terrain/Gallows/Act2/2_1/Objects/HyenaCaveSpawnerBoss",1,[679],1000,0,0,0,0,0,0,0,"","","","","","",0,10,0,0,"","","","triggerer.SetStateTo( fighting, 1 ); this.rathbreaker.hyena_pets += triggerer; triggerer.rathbreaker = this.rathbreaker; triggerer.If( GetAngleBetween( GetLocation() - rathbreaker.GetLocation(), RotateLocation( [10, 0] ) ) > 90.0, (){ SetStateTo( rotation, 2 ); }, (){ SetStateTo( rotation, 1 ); } ); triggerer.rot_offset = Random( -15.0, 15.0 ); triggerer.tan_val = triggerer.rot_offset / 75.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 ); triggerer.SetStateTo( finished_emerging, 0 ); triggerer.DoAction( WalkEmerge ); triggerer.StartImmunityPhase(0, 1, 1, 1, 0, 0, 0); triggerer.AddOnActionEnd( {EndImmunityPhase();}, true );",1,"","",[],0,0,0,0,1,1,1,1
89,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase01_02",1,[180],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance2 ); ","","","",[],0,0,0,0,1,1,1,1
90,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase01_06",1,[180],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance3 ); ","","","",[],0,0,0,0,1,1,1,1
91,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase02_03",1,[180],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance5 ); ","","","",[],0,0,0,0,1,1,1,1
92,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase02_011",1,[180],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance4 ); ","","","",[],0,0,0,0,1,1,1,1
93,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase04_01",1,[180],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance6 ); ","","","",[],0,0,0,0,1,1,1,1
94,"Metadata/Monsters/PoEM/M1_1/ColosseumTrapDoorSpawner_Beast",1,[],150,2,5,900,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmerge ); triggerer.StartImmunityPhase( 1, 1, 1, 1, 0, 0, 0 );","","","",[],0,1500,0,0,2,2,1,1
95,"Metadata/Monsters/PoEM/M1_1/ColosseumTrapDoorSpawner_Gladiator",1,[],150,2,5,900,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmerge );","","","",[],0,1500,0,0,2,2,1,1
96,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerFloorPyramid",1,[1042],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
97,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerFloorSkitterbot",1,[1052],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
98,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerFloorCycloner",1,[1227],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
99,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallGolem",1,[1046],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
100,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallMonkey",1,[1053],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
101,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallSentinel",1,[1035],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
102,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallBowlingBall",1,[1232],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
103,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarSentinel",1,[1035],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
104,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarBowlingBall",1,[1232],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
105,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarSkitterbot",1,[1052],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance4 ); triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
106,"Metadata/Terrain/Gallows/Act4/4_3_1/Objects/ElephantSpawner",1,[1350],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.StartImmunityPhase(0, 1, 1, 1, 0, 0, 0); triggerer.DoAction( Emerge ); triggerer.AddOnActionEnd( { EndImmunityPhase(); }, true ); If( IsFlipped(), (){ triggerer.MoveRelative( -34, 0 ); }, (){ triggerer.MoveRelative( 34, 0 ); } );","","","",[],0,0,0,0,1,1,1,1
107,"Metadata/Monsters/MidWifeandBaby/Midwife/Objects/BabyPot",1,[],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.CallOnBoth( move_out, spawner.emerge_location );",1,1,"",[],0,0,0,0,1,1,1,1
108,"Metadata/Monsters/MidWifeandBaby/Midwife/Objects/BabyPotFeatureOne",1,[],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, spawner, true, true ); triggerer.ChangeStance( stance2 );  triggerer.DoAction(Emerge);",1,1,"",[],0,0,0,0,1,1,1,1
109,"Metadata/Monsters/MidWifeandBaby/Midwife/Objects/BabyPotFeatureTwo",1,[],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, spawner, true, true ); triggerer.ChangeStance( stance3 );  triggerer.DoAction(Emerge);",1,1,"",[],0,0,0,0,1,1,1,1
110,"Metadata/Terrain/Gallows/Act1/1_13/Objects/ExplodingPigSpawner",1,[1625],0,0,0,0,0,0,0,256,"","",1,"","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmergeExplodingPig );",1,"","",[],0,0,0,0,1,1,1,1
111,"Metadata/Monsters/GuillotineExecutioner/Objects/RangedMercSpawner",1,[287],500,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge ); this.fight_controller.executioner_boss.xbow_spawners -= this;","",1,"",[],0,0,0,0,1,1,1,1
112,"Metadata/Monsters/GuillotineExecutioner/Objects/MeleeMercSpawner",1,"[289,291]",500,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge ); this.fight_controller.executioner_boss.melee_spawners -= this;","",1,"","[50,50]",0,0,0,0,1,1,1,1
113,"Metadata/Terrain/Gallows/Act1/1_8/Objects/SpiritSpawner",1,[1569],30000,0,0,5000,25000,65,0,0,"",1,"","",1,"",0,0,0,0,"","","","/* this var is for the standalone versions */\r\ntriggerer.boss_monster = this.boss_monster; \r\ntriggerer.DoAction( Emerge );","","","",[],0,0,0,0,1000,1000,1,1
114,"Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/NormalMedallion",1,[1653],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, new, true, true ); triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1,1,1,1
115,"Metadata/Monsters/TitanBoss/Objects/VolatileSpawner",1,[832],150,5,15,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.MoveToOverTime( FindWalkableLocationOnLine( GetLocation(), GetLocation() + RotateLocation( MakeLocation( 0,  -this.arena_mid_distance ) ), GetObjectSize(  )), Random(18, 22), true, true );","","","",[],0,0,0,0,8,8,8,8
116,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodad",1,[394],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 1); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
117,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodadPurple",1,[394],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 2); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
118,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodadRed",1,[394],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 3); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
119,"Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawner",1,[1603],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.AddStat(\""monster_aggro_radius_+%\"", 100);","","","",[],0,0,0,0,1,1,1,1
120,"Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawnerRare",1,[1604],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,2,"","","triggerer.AddStat(\""monster_aggro_radius_+%\"", 100);","","","",[],0,0,0,0,1,1,1,1
121,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_General",1,"[428,630,737,813,697,664,623,778,659]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[30,25,25,25,25,10,10,10,10]",0,6000,0,0,1000,1000,100,100
122,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_General",45,"[630,737,813,697,664,623,778,659]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,15,15,15,10,10,10,10]",0,6000,0,0,1000,1000,100,100
123,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_01",1,"[428,630]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10]",0,6000,0,0,1000,1000,100,100
124,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_01",30,"[428,630]",150,1,5,300,500,0,0,1,"",1,1,"","","",4,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10]",0,5000,0,0,1000,1000,100,100
125,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_02",1,"[737,813,697]",150,1,5,300,500,0,0,1,"",1,1,"","","",1,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10,10]",0,6000,0,0,1000,1000,100,100
126,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_02",45,"[737,813,697]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10,10]",0,5000,0,0,1000,1000,100,100
127,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_Rare_01",1,[626],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
128,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_Rare_02",1,[664],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction( Emerge );","","","",[],0,1000,0,0,1,1,1,1
129,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_01",1,[623],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
130,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_02",1,[697],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
131,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_03",1,[664],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction( Emerge );","","","",[],0,1000,0,0,1,1,1,1
132,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_04",1,[778],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
133,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_PortalEncounter",1,"[415,659,778]",0,0,0,0,0,0,0,65537,"",1,1,"","","",5,8,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10,10]",0,0,0,0,1,1,1,1
134,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_01",1,"[334,801]",0,0,0,0,0,0,0,65537,"",1,"","","","",8,12,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10]",0,0,0,0,1,1,1,1
135,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_01",30,"[334,801]",0,0,0,0,0,0,0,65537,"",1,"","","","",8,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10]",0,0,0,0,1,1,1,1
136,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",1,[415],0,0,0,0,0,0,0,65537,"",1,"","","","",3,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
137,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",30,[415],0,0,0,0,0,0,0,65537,"",1,"","","","",3,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
138,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_01",1,[659],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
139,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_01",30,[659],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
140,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",1,[778],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
141,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",30,[778],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
142,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",1,[633],0,0,2,0,0,0,0,65537,"",1,"","","","",8,16,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,50,0,0,1,1,1,1
143,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",30,[633],0,0,2,0,0,0,0,65537,"",1,"","","","",12,24,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,50,0,0,1,1,1,1
144,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",45,[633],0,0,2,0,0,0,0,65537,"",1,"","","","",12,24,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <3, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,50,0,0,1,1,1,1
145,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_02",1,[637],0,1,0,0,0,0,0,65537,"",1,"","","","",2,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
