"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","[i32]_44","i32_60","i32_64"
193,"RedVale_E2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_E2.tgr",100,50,70,[1],"[4,5,6,7]",85,57
194,"RedVale_N1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_N1.tgr",100,50,70,[2],"[4,5,6,7]",85,57
195,"RedVale_N2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_N2.tgr",100,50,70,[2],"[4,5,6,7]",85,57
196,"RedVale_S1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_S1.tgr",100,50,70,[0],"[0,1,2,3]",85,57
197,"RedVale_S2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_S2.tgr",100,50,70,[0],"[0,1,2,3]",85,57
198,"RedVale_W1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_W1.tgr",100,50,70,[3],"[0,1,2,3]",85,57
199,"RedVale_W2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_W2.tgr",100,50,70,[3],"[0,1,2,3]",85,57
200,"GrimTangle_E","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_E.dgr",100,50,70,"[8,1]",[8],85,1
201,"GrimTangle_N","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_N.dgr",100,50,70,"[8,2]",[8],85,1
202,"GrimTangle_S","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_S.dgr",100,50,70,"[8,0]",[8],85,1
203,"GrimTangle_W","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_W.dgr",100,50,70,"[8,3]",[8],85,1
204,"GrimTangle_E_expedition","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_E_expedition.dgr",100,50,70,"[8,1]",[8],85,54
205,"GrimTangle_N_expedition","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_N_expedition.dgr",100,50,70,"[8,2]",[8],85,54
206,"GrimTangle_S_expedition","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_S_expedition.dgr",100,50,70,"[8,0]",[8],85,54
207,"GrimTangle_W_expedition","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_W_expedition.dgr",100,50,70,"[8,3]",[8],85,54
208,"Graveyard_E_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_N.dgr",100,50,70,"[8,8,2,8]",[8],85,57
209,"Graveyard_E_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_S.dgr",100,50,70,"[8,8,0,8]",[8],85,57
210,"Graveyard_E_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_W.dgr",100,50,70,"[8,8,3,8]",[8],85,57
211,"Graveyard_N_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_E.dgr",100,50,70,"[8,8,1,8]",[8],85,57
212,"Graveyard_N_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_S.dgr",100,50,70,"[8,8,0,8]",[8],85,57
213,"Graveyard_N_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_W.dgr",100,50,70,"[8,8,3,8]",[8],85,57
214,"Graveyard_S_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_E.dgr",100,50,70,"[8,8,1,8]",[8],85,57
215,"Graveyard_S_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_N.dgr",100,50,70,"[8,8,2,8]",[8],85,57
216,"Graveyard_S_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_W.dgr",100,50,70,"[8,8,3,8]",[8],85,57
217,"Graveyard_W_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_E.dgr",100,50,70,"[8,8,1,8]",[8],85,57
218,"Graveyard_W_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_N.dgr",100,50,70,"[8,8,2,8]",[8],85,57
219,"Graveyard_W_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_S.dgr",100,50,70,"[8,8,0,8]",[8],85,57
220,"Mausoleum_E_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_1.dgr",100,50,70,[8],[8],85,57
221,"Mausoleum_E_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_2.dgr",100,50,70,[8],[8],85,57
222,"Mausoleum_E_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_3.dgr",100,50,70,[8],[8],85,57
223,"Mausoleum_N_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_1.dgr",100,50,70,[8],[8],85,57
224,"Mausoleum_N_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_2.dgr",100,50,70,[8],[8],85,57
225,"Mausoleum_N_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_3.dgr",100,50,70,[8],[8],85,57
226,"Mausoleum_S_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_1.dgr",100,50,70,[8],[8],85,57
227,"Mausoleum_S_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_2.dgr",100,50,70,[8],[8],85,57
228,"Mausoleum_S_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_3.dgr",100,50,70,[8],[8],85,57
229,"Mausoleum_W_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_1.dgr",100,50,70,[8],[8],85,57
230,"Mausoleum_W_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_2.dgr",100,50,70,[8],[8],85,57
231,"Mausoleum_W_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_3.dgr",100,50,70,[8],[8],85,57
232,"Tomb_E_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_1.dgr",100,50,70,[1],[8],85,57
233,"Tomb_E_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_2.dgr",100,50,70,[1],[8],85,57
234,"Tomb_E_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_3.dgr",100,50,70,[1],[8],85,57
235,"Tomb_N_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_1.dgr",100,50,70,[2],[8],85,57
236,"Tomb_N_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_2.dgr",100,50,70,[2],[8],85,57
237,"Tomb_N_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_3.dgr",100,50,70,[2],[8],85,57
238,"Tomb_S_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_1.dgr",100,50,70,[0],[8],85,57
239,"Tomb_S_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_2.dgr",100,50,70,[0],[8],85,57
240,"Tomb_S_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_3.dgr",100,50,70,[0],[8],85,57
241,"Tomb_W_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_1.dgr",100,50,70,[3],[8],85,57
242,"Tomb_W_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_2.dgr",100,50,70,[3],[8],85,57
243,"Tomb_W_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_3.dgr",100,50,70,[3],[8],85,57
244,"HuntingGrounds_E_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_N.dgr",100,50,60,"[1,2,6]",[8],85,1
245,"HuntingGrounds_E_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_W.dgr",100,50,60,"[1,3,7]",[8],85,1
246,"HuntingGrounds_E_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_S.dgr",100,50,60,"[1,0,4]",[8],85,1
247,"HuntingGrounds_W_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_N.dgr",100,50,60,"[3,2,6]",[8],85,1
248,"HuntingGrounds_W_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_S.dgr",100,50,60,"[3,0,6]",[8],85,1
249,"HuntingGrounds_W_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_E.dgr",100,50,60,"[3,1,7]",[8],85,1
250,"HuntingGrounds_N_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_E.dgr",100,50,60,"[2,1,6]",[8],85,1
251,"HuntingGrounds_N_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_W.dgr",100,50,60,"[2,3,5]",[8],85,1
252,"HuntingGrounds_N_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_S.dgr",100,50,60,"[2,0,5]",[8],85,1
253,"HuntingGrounds_S_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_W.dgr",100,50,60,"[0,3,6]",[8],85,1
254,"HuntingGrounds_S_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_E.dgr",100,50,60,"[0,1,7]",[8],85,1
255,"HuntingGrounds_S_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_N.dgr",100,50,60,"[0,2,7]",[8],85,1
256,"HuntingGrounds_E_N_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_N_expedition.dgr",100,50,60,"[1,2,6]",[8],85,54
257,"HuntingGrounds_E_W_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_W_expedition.dgr",100,50,60,"[1,3,7]",[8],85,54
258,"HuntingGrounds_E_S_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_S_expedition.dgr",100,50,60,"[1,0,4]",[8],85,54
259,"HuntingGrounds_W_N_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_N_expedition.dgr",100,50,60,"[3,2,6]",[8],85,54
260,"HuntingGrounds_W_S_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_S_expedition.dgr",100,50,60,"[3,0,6]",[8],85,54
261,"HuntingGrounds_W_E_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_E_expedition.dgr",100,50,60,"[3,1,7]",[8],85,54
262,"HuntingGrounds_N_E_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_E_expedition.dgr",100,50,60,"[2,1,6]",[8],85,54
263,"HuntingGrounds_N_W_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_W_expedition.dgr",100,50,60,"[2,3,5]",[8],85,54
264,"HuntingGrounds_N_S_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_S_expedition.dgr",100,50,60,"[2,0,5]",[8],85,54
265,"HuntingGrounds_S_W_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_W_expedition.dgr",100,50,60,"[0,3,6]",[8],85,54
266,"HuntingGrounds_S_E_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_E_expedition.dgr",100,50,60,"[0,1,7]",[8],85,54
267,"HuntingGrounds_S_N_expedition","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_N_expedition.dgr",100,50,60,"[0,2,7]",[8],85,54
268,"Canopy_E_N","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyE_N.dgr",100,50,65,[6],[8],85,57
269,"Canopy_E_S","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyE_S.dgr",100,50,65,[6],[8],85,57
270,"Canopy_E_W","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyE_W.dgr",100,50,65,[6],[8],85,57
271,"Canopy_N_E","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyN_E.dgr",100,50,65,[7],[8],85,57
272,"Canopy_N_S","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyN_S.dgr",100,50,65,[7],[8],85,57
273,"Canopy_N_W","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyN_W.dgr",100,50,65,[7],[8],85,57
274,"Canopy_S_E","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyS_E.dgr",100,50,65,[5],[8],85,57
275,"Canopy_S_N","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyS_N.dgr",100,50,65,[5],[8],85,57
276,"Canopy_S_W","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyS_W.dgr",100,50,65,[5],[8],85,57
277,"Canopy_W_E","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyW_E.dgr",100,50,65,[4],[8],85,57
278,"Canopy_W_N","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyW_N.dgr",100,50,65,[4],[8],85,57
279,"Canopy_W_S","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyW_S.dgr",100,50,65,[7],[8],85,57
280,"VillageRoad_S_N_1","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_01.dgr",100,50,70,"[0,2]",[8],85,1
281,"VillageRoad_S_N_2","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_02.dgr",100,50,70,"[0,2]",[8],85,1
282,"VillageRoad_S_N_3","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_03.dgr",100,50,70,"[0,2]",[8],85,1
283,"VillageRoad_S_N_4","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_04.dgr",100,50,70,"[0,2]",[8],85,1
284,"VillageRoad_S_N_5","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_05.dgr",100,50,70,"[0,2]",[8],85,1
285,"VillageRoad_S_N_6","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_06.dgr",100,50,70,"[0,2]",[8],85,1
286,"VillageRoad_S_N_7","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_07.dgr",100,50,70,"[0,2]",[8],85,1
287,"VillageRoad_S_N_8","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_08.dgr",100,50,70,"[0,2]",[8],85,1
288,"VillageRoad_S_N_9","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_09.dgr",100,50,70,"[0,2]",[8],85,1
289,"VillageRoad_S_N_10","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_10.dgr",100,50,70,"[0,2]",[8],85,1
290,"VillageRoad_S_N_11","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_11.dgr",100,50,70,"[0,2]",[8],85,1
291,"VillageRoad_S_N_12","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_12.dgr",100,50,70,"[0,2]",[8],85,1
292,"VillageRoad_S_N_13","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_13.dgr",100,50,70,"[0,2]",[8],85,1
293,"VillageRoad_S_N_14","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_14.dgr",100,50,70,"[0,2]",[8],85,1
294,"VillageRoad_S_N_15","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_15.dgr",100,50,70,"[0,2]",[8],85,1
295,"VillageRoad_S_N_16","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_16.dgr",100,50,70,"[0,2]",[8],85,1
296,"VillageRoad_S_N_1_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_01_expedition.dgr",100,50,70,"[0,2]",[8],85,54
297,"VillageRoad_S_N_2_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_02_expedition.dgr",100,50,70,"[0,2]",[8],85,54
298,"VillageRoad_S_N_3_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_03_expedition.dgr",100,50,70,"[0,2]",[8],85,54
299,"VillageRoad_S_N_4_expedtion","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_04_expedition.dgr",100,50,70,"[0,2]",[8],85,54
300,"VillageRoad_S_N_5_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_05_expedition.dgr",100,50,70,"[0,2]",[8],85,54
301,"VillageRoad_S_N_6_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_06_expedition.dgr",100,50,70,"[0,2]",[8],85,54
302,"VillageRoad_S_N_7_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_07_expedition.dgr",100,50,70,"[0,2]",[8],85,54
303,"VillageRoad_S_N_8_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_08_expedition.dgr",100,50,70,"[0,2]",[8],85,54
304,"VillageRoad_S_N_9_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_09_expedition.dgr",100,50,70,"[0,2]",[8],85,54
305,"VillageRoad_S_N_10_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_10_expedition.dgr",100,50,70,"[0,2]",[8],85,54
306,"VillageRoad_S_N_11_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_11_expedition.dgr",100,50,70,"[0,2]",[8],85,54
307,"VillageRoad_S_N_12_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_12_expedition.dgr",100,50,70,"[0,2]",[8],85,54
308,"VillageRoad_S_N_13_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_13_expedition.dgr",100,50,70,"[0,2]",[8],85,54
309,"VillageRoad_S_N_14_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_14_expedition.dgr",100,50,70,"[0,2]",[8],85,54
310,"VillageRoad_S_N_15_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_15_expedition.dgr",100,50,70,"[0,2]",[8],85,54
311,"VillageRoad_S_N_16_expedition","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_16_expedition.dgr",100,50,70,"[0,2]",[8],85,54
312,"Village_E_N","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_EN.dgr",100,50,70,"[1,2]","[0,3,4,7]",85,57
313,"Village_E_S","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_ES.dgr",100,50,70,"[1,0]","[1,2,5,6]",85,57
314,"Village_E_W","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_EW.dgr",100,50,70,"[1,3]","[2,3,4,5]",85,57
315,"Village_N_E","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_NE.dgr",100,50,70,"[2,1]","[0,1,6,7]",85,57
316,"Village_N_S","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_NS.dgr",100,50,70,"[2,0]","[2,5]",85,57
317,"Village_N_W","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_NW.dgr",100,50,70,"[2,3]","[2,3]",85,57
318,"Village_S_E","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_SE.dgr",100,50,70,"[0,1]","[1,6]",85,57
319,"Village_S_N","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_SN.dgr",100,50,70,"[0,2]","[0,7]",85,57
320,"Village_S_W","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_SW.dgr",100,50,70,"[0,3]","[2,3,4,5]",85,57
321,"Village_W_E","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_WE.dgr",100,50,70,"[3,1]","[0,1,6,7]",85,57
322,"Village_W_N","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_WN.dgr",100,50,70,"[3,2]","[0,3,7]",85,57
323,"Village_W_S","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_WS.dgr",100,50,70,"[3,0]","[2,5]",85,57
324,"Courtyard_W_E","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_WE.dgr",100,50,65,"[3,1]",[0],85,57
325,"Courtyard_W_N","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_WN.dgr",100,50,65,"[3,2]",[0],85,57
326,"Courtyard_W_S","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_WS.dgr",100,50,65,"[3,0]",[0],85,57
327,"Courtyard_S_N","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_SN.dgr",100,50,65,"[0,2]",[0],85,57
328,"Courtyard_S_W","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_SW.dgr",100,50,65,"[0,3]",[0],85,57
329,"Courtyard_S_E","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_SE.dgr",100,50,65,"[0,1]",[0],85,57
330,"Manor_N_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_1.dgr",100,50,60,[2],[0],85,57
331,"Manor_N_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_2.dgr",100,50,60,[2],[0],85,57
332,"Manor_N_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_3.dgr",100,50,60,[2],[0],85,57
333,"Manor_N_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_4.dgr",100,50,60,[2],[0],85,57
334,"Manor_S_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_1.dgr",100,50,60,[0],[0],85,57
335,"Manor_S_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_2.dgr",100,50,60,[0],[0],85,57
336,"Manor_S_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_3.dgr",100,50,60,[0],[0],85,57
337,"Manor_S_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_4.dgr",100,50,60,[0],[0],85,57
338,"Manor_E_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_1.dgr",100,50,60,[1],[0],85,57
339,"Manor_E_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_2.dgr",100,50,60,[1],[0],85,57
340,"Manor_E_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_3.dgr",100,50,60,[1],[0],85,57
341,"Manor_E_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_4.dgr",100,50,60,[1],[0],85,57
342,"Manor_W_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_1.dgr",100,50,60,[3],[0],85,57
343,"Manor_W_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_2.dgr",100,50,60,[3],[0],85,57
344,"Manor_W_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_3.dgr",100,50,60,[3],[0],85,57
345,"Manor_W_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_4.dgr",100,50,60,[3],[0],85,57
346,"G2Town","Metadata/Terrain/Gallows/Act2/2_town/Graphs/town_1.dgr",100,50,100,[],[0],85,57
347,"G2_1_N_01","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_01.tgr",115,100,70,[8],[8],85,57
348,"G2_1_N_02","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_02.tgr",115,100,70,[8],[8],85,57
349,"G2_1_N_03","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_03.tgr",115,100,70,[8],[8],85,57
350,"G2_1_N_04","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_04.tgr",115,100,70,[8],[8],85,57
351,"G2_1_N_05","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_05.tgr",115,100,70,[8],[8],85,57
352,"G2_1_N_06","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_06.tgr",115,100,70,[8],[8],85,57
353,"G2_1_N_07","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_07.tgr",115,100,70,[8],[8],85,57
354,"G2_1_N_08","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_08.tgr",115,100,70,[8],[8],85,57
355,"G2_2_EW","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_EW.dgr",100,50,50,"[8,2]","[0,7]",85,57
356,"G2_2_EW_Alt_1","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_EW_Alt_1.dgr",100,50,50,"[8,2]","[0,7]",85,57
357,"G2_2_EW_Alt_2","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_EW_Alt_2.dgr",100,50,50,"[8,2]","[0,7]",85,57
358,"G2_2_NS","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_NS.dgr",100,50,50,"[8,1]","[0,7]",85,57
359,"G2_2_NS_Alt_1","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_NS_Alt_1.dgr",100,50,50,"[8,1]","[0,7]",85,57
360,"G2_2_NS_Alt_2","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_NS_Alt_2.dgr",100,50,50,"[8,1]","[0,7]",85,57
361,"G2_2_SN","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_SN.dgr",100,50,50,"[8,2]","[0,7]",85,57
362,"G2_2_WE","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_WE.dgr",100,50,50,"[8,1]","[0,7]",85,57
363,"G2_3a","Metadata/Terrain/Gallows/Act2/2_3a/Graphs/Canyon_Gates_01.dgr",100,50,100,[],[0],85,57
364,"G2_3_EW_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_EW_1.dgr",100,50,100,[3],[0],85,57
365,"G2_3_EW_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_EW_2.dgr",100,50,100,[3],[0],85,57
366,"G2_3_EW_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_EW_3.dgr",100,50,100,[3],[0],85,57
367,"G2_3_WE_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_WE_1.dgr",100,50,100,[3],[0],85,57
368,"G2_3_WE_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_WE_2.dgr",100,50,100,[3],[0],85,57
369,"G2_3_WE_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_WE_3.dgr",100,50,100,[3],[0],85,57
370,"G2_3_NS_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_NS_1.dgr",100,50,100,[0],[0],85,57
371,"G2_3_NS_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_NS_2.dgr",100,50,100,[0],[0],85,57
372,"G2_3_NS_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_NS_3.dgr",100,50,100,[0],[0],85,57
373,"G2_3_SN_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_SN_1.dgr",100,50,100,[0],[0],85,57
374,"G2_3_SN_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_SN_2.dgr",100,50,100,[0],[0],85,57
