"rownum","Id","i32_8","i32_12","i32_16","i32_20","i32_24","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","i32_60","i32_64","i32_68","i32_72","i32_76","i32_80","i32_84","i32_88","i32_92","i32_96","i32_100","i32_104","i32_108","i32_112","i32_116","i32_120","i32_124","i32_128","i32_132","i32_136","i32_140","i32_144","i32_148","i32_152","i32_156","i32_160","i32_164","i32_168","i32_172","i32_176","i32_180","i32_184"
131,"Master_TH_Shipgraveyard",0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Master_SP_Volcano",0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"MapWorldsDefaultHardMode",3,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,5,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
134,"EarlyAct1HardMode",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
135,"MidAct1HardMode",0,0,0,0,0,20,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
136,"Act2HardMode",0,5,3,0,0,20,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
137,"Act3HardMode",0,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
138,"1_3_15_HardMode",0,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,100,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
139,"1_3_18_1_HardMode",0,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,100,0,100,100,100,20
140,"2_6_4_HardMode",3,5,3,4,0,4226,0,5,3,0,0,0,0,0,100,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
141,"CampaignDefaultHardMode",3,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,0,0,100,100,100,20
142,"1_4_5_2_HardMode",3,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,100,0,100,100,100,20
143,"2_6_6_HardMode",3,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,100,0,100,100,100,20
144,"2_8_14_HardMode",3,5,3,4,0,4226,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,3,0,100,0,8,0,0,100,0,0,0,0,8,0,0,100,0,100,100,100,20
145,"Sanctum",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"LakeLeague",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
