"rownum","MtxTypeGameSpecific","Index","AOFile","MapAOFile","f32_34","MiscObject","PortalEffect","f32_62","OTFile","PortalEffectLarge","i32_82","i32_86","Script"
130,2419,131,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal_map.ao",1,418,"",1,"","",0,0,""
131,2434,132,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal_map.ao",1,417,"",1,"","",0,0,""
132,2445,133,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal_map.ao",1,419,"",1,"","",0,0,""
133,2468,134,"Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal_map.ao",1,"","",1,"","",0,0,""
134,2469,135,"","",1,"","",1,"","",0,0,""
135,2450,136,"Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal_map.ao",1,"","",1,"","",0,0,""
136,2544,137,"Metadata/Effects/Microtransactions/Town_Portals/WinterDragonPortal/WinterDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WinterDragonPortal/WinterDragonPortal_map.ao",1,510,"",1,"","",0,0,""
137,2492,138,"Metadata/Effects/Microtransactions/Town_Portals/GoddessPortal/GoddessPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GoddessPortal/GoddessPortal_map.ao",1,"","",1,"","",0,0,""
138,2581,139,"Metadata/Effects/Microtransactions/Town_Portals/TwilightSunrisePortal/TwilightSunrisePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightSunrisePortal/TwilightSunrisePortal_map.ao",1,453,"",1,"","",0,0,""
139,2595,140,"Metadata/Effects/Microtransactions/Town_Portals/TwilightNightfallPortal/TwilightNightfallPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightNightfallPortal/TwilightNightfallPortal_map.ao",1,460,"",1,"","",0,0,""
140,2606,141,"Metadata/Effects/Microtransactions/Town_Portals/TwilightPortal/TwilightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightPortal/TwilightPortal_map.ao",1,"","",1,"","",0,0,""
141,2658,142,"Metadata/Effects/Microtransactions/Town_Portals/TemplePortal/TemplePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TemplePortal/TemplePortal_map.ao",1,"","",1,"","",0,0,""
142,2670,143,"Metadata/Effects/Microtransactions/Town_Portals/DarkwoodPortal/DarkwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkwoodPortal/DarkwoodPortal_map.ao",1,"","",1,"","",0,0,""
143,2680,144,"Metadata/Effects/Microtransactions/Town_Portals/GuillotinePortal/GuillotinePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GuillotinePortal/GuillotinePortal _map.ao",1,"","",1,"","",0,0,""
144,2569,145,"Metadata/Effects/Microtransactions/Town_Portals/AdiyahPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/AdiyahPortal/rig_map.ao",1,446,"",1,"","",0,0,""
145,2720,146,"Metadata/Effects/Microtransactions/Town_Portals/FaithswornPortal/FaithswornPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/FaithswornPortal/FaithswornPortal_map.ao",1,474,"",1,"","",0,0,""
146,2825,147,"Metadata/Effects/Microtransactions/Town_Portals/WinterVikingPortal/WinterVikingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WinterVikingPortal/WinterVikingPortal_map.ao",1.2,508,"",1,"","",0,0,""
147,2840,148,"","",1,"","",1,"","",0,0,""
148,2846,149,"Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_original.ao","Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_map.ao",1,1224,"Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortalApparition.ao",1,"Metadata/MiscellaneousObjects/AncestralMapDeviceApparition","Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_original.ao",0,0,"AddBuff(mtx_portal_encased_in_magma, infinity);"
149,2799,150,"Metadata/Effects/Microtransactions/Town_Portals/WarlordMiseryPortal/WarlordMiseryPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordMiseryPortal/WarlordMiseryPortal_map.ao",1,492,"",1,"","",0,0,""
150,2784,151,"Metadata/Effects/Microtransactions/Town_Portals/WarlordSufferingPortal/WarlordSufferingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordSufferingPortal/WarlordSufferingPortal_map.ao",1,500,"",1,"","",0,0,""
151,2811,152,"Metadata/Effects/Microtransactions/Town_Portals/WarlordDespairPortal/WarlordDespairPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordDespairPortal/WarlordDespairPortal_map.ao",1,488,"",1,"","",0,0,""
152,2729,153,"Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal_map.ao",1,496,"Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparition.ao",0.75,"","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal_map_large.ao",0,0,""
153,2737,154,"Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld_map.ao",1,498,"Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/BreachApparitionPortal.ao",1.15,"","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld_map_large.ao",0,0,""
154,2745,155,"Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_normal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_fx_map.ao",1,495,"Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal.ao",1.2,"","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_map_large.ao",0,0,""
155,2754,156,"Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal _map.ao",1,494,"Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortalOshabi.ao",1.4,"","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal_map_large.ao",0,0,""
156,2765,157,"Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal_map.ao",1,497,"Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparition.ao",0.85,"","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal_map_large.ao",0,0,""
157,2852,158,"Metadata/Effects/Microtransactions/Town_Portals/MavenPortal/MavenPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MavenPortal/MavenPortal_map.ao",1,"","",1,"","",0,0,""
158,2835,159,"Metadata/Effects/Microtransactions/Town_Portals/RapturePortal/RapturePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RapturePortal/RapturePortal_map.ao",1,506,"",1,"","",0,0,""
159,2854,160,"Metadata/Effects/Microtransactions/Town_Portals/VaalPyramidPortal/VaalPyramidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VaalPyramidPortal/VaalPyramidPortal_map.ao",1,"","",1,"","",0,0,""
160,2867,161,"Metadata/Effects/Microtransactions/Town_Portals/LightbringerPortal/LightbringerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LightbringerPortal/LightbringerPortal_map.ao",1.1,529,"",1,"","",0,0,""
161,2883,162,"Metadata/Effects/Microtransactions/Town_Portals/DarkShardPortal/DarkShardPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkShardPortal/DarkShardPortal_map.ao",1,530,"",1,"","",0,0,""
162,2965,163,"","",1,"","",1,"","",0,0,""
163,2896,164,"Metadata/Effects/Microtransactions/Town_Portals/ApollyonPortal/ApollyonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ApollyonPortal/ApollyonPortal_map.ao",1,"","",1,"","",0,0,""
164,2920,165,"Metadata/Effects/Microtransactions/Town_Portals/OblivionPortal/OblivionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OblivionPortal/OblivionPortal_map.ao",1,"","",1,"","",0,0,""
165,2687,166,"Metadata/Effects/Microtransactions/Town_Portals/SilverCrescentPortal/SilverCrescentPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SilverCrescentPortal/SilverCrescentPortal_map.ao",1,537,"",1,"","",0,0,""
166,2982,167,"Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparition_map.ao","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparitionPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparitionPortal_large.ao",0,0,""
167,2993,168,"Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparition_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/fx_rig_SmallDevice.ao",1,572,"Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparitionSmallDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparition_Large.ao",0,0,""
168,2998,169,"Metadata/Effects/Microtransactions/Town_Portals/ExpeditionPortal/ExpeditionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ExpeditionPortal/ExpeditionPortal_map.ao",1,571,"",1,"","",0,0,""
169,3010,170,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactScavengerPortal/MidnightPactScavengerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactScavengerPortal/MidnightPactScavengerPortal_map.ao",1,"","",1,"","",0,0,""
170,3024,171,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactOverseerPortal/MidnightPactOverseerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactOverseerPortal/MidnightPactOverseerPortal_map.ao",1,"","",1,"","",0,0,""
171,3036,172,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactPortal/MidnightPactPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactPortal/MidnightPactPortal_map.ao",0.85,577,"",1,"","",0,0,""
172,3102,173,"Metadata/Effects/Microtransactions/Town_Portals/MyrmidonPortal/MyrmidonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MyrmidonPortal/MyrmidonPortal_map.ao",1,"","",1,"","",0,0,""
173,3120,174,"Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map_small.ao",1,604,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map.ao",0,0,""
174,3121,175,"Metadata/Effects/Microtransactions/Town_Portals/ZenithPortal/ZenithPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ZenithPortal/ZenithPortal_map.ao",1,"","",1,"","",0,0,""
175,3134,176,"Metadata/Effects/Microtransactions/Town_Portals/ArcticCrystalPortal/ArcticCrystalPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArcticCrystalPortal/ArcticCrystalPortal_map.ao",1,602,"",1,"","",0,0,""
176,2933,177,"Metadata/Effects/Microtransactions/Town_Portals/JingweiPortal/JingweiPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JingweiPortal/JingweiPortal_map.ao",1,570,"",1,"","",0,0,""
177,3183,178,"Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal_map_large.ao",0,0,""
178,3197,179,"Metadata/Effects/Microtransactions/Town_Portals/DeepwaterPortal/AtlantisDeepwaterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DeepwaterPortal/AtlantisDeepwaterPortal_map.ao",1,"","",1,"","",0,0,""
179,3207,180,"Metadata/Effects/Microtransactions/Town_Portals/AtlantisPortal/AtlantisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlantisPortal/AtlantisPortal_map.ao",1,"","",1,"","",0,0,""
180,3147,181,"Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal.ao",1,589,"Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegeApparition_small.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal_large.ao",0,0,""
181,3159,182,"Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal_large.ao",0,0,""
182,3137,183,"Metadata/Effects/Microtransactions/Town_Portals/MirrorPortal/Xenozak_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/MirrorPortal/Xenozak_Portal_Map.ao",1,"","",1,"","",0,0,""
183,3278,184,"Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal_Large.ao",0,0,""
184,3306,185,"Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerApparitionPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerApparitionPortal_Large.ao",0,0,""
185,3296,186,"Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarApparitionPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarPortal.ao",1,606,"Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarSmallMapDeviceApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarApparitionPortal_Large.ao",0,0,""
186,3286,187,"Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderApparitionPortal_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderApparitionSmall.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderApparitionPortal_Large.ao",0,0,""
187,3315,188,"Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorApparitionPortal_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorSmallMapDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorApparitionPortal_Large.ao",0,0,""
188,3460,189,"Metadata/Effects/Microtransactions/Town_Portals/ThunderSwirl/ThunderSwirlPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThunderSwirl/ThunderSwirlPortal_map.ao",1,"","",1,"","",0,0,""
189,3383,190,"Metadata/Effects/Microtransactions/Town_Portals/HarmonyDivergencePortal/HarmonyDivergencePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarmonyDivergencePortal/HarmonyDivergencePortal_map.ao",1,"","",1,"","",0,0,""
190,3368,191,"Metadata/Effects/Microtransactions/Town_Portals/HarmonyHeritagePortal/HarmonyHeritagePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarmonyHeritagePortal/HarmonyHeritagePortal_map.ao",1,"","",1,"","",0,0,""
191,3433,192,"Metadata/Effects/Microtransactions/Town_Portals/VulcanPortal/VulcanPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VulcanPortal/VulcanPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/VulcanPortal/VulcanPortal.ao",0,0,""
192,3476,193,"","",1,"","",1,"","",0,0,""
193,3356,194,"Metadata/Effects/Microtransactions/Town_Portals/HarmonyPortal/HarmonyPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarmonyPortal/HarmonyPortal_map.ao",1,"","",1,"","",0,0,""
194,3393,195,"Metadata/Effects/Microtransactions/Town_Portals/ThunderPortal/ThunderPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThunderPortal/ThunderPortal_map.ao",1,"","",1,"","",0,0,""
195,3613,196,"Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarBossPortal.ao",1,632,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarBossPortal.ao",0,0,""
196,3614,197,"Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao",1,632,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao",0,0,""
197,3615,198,"Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao",1,632,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao",0,0,""
198,3616,199,"Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerBossPortal.ao",1,632,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerBossPortal.ao",0,0,""
199,3484,200,"Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterPortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterPortalMapDevice.ao",1,656,"Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterApparitionDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterPortal_map_large.ao",0,0,""
200,3618,201,"","",1,"","",1,"","",0,0,""
201,3621,202,"Metadata/Effects/Microtransactions/Town_Portals/AristocratPortal/AristocratPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AristocratPortal/AristocratPortal_map.ao",1,1186,"",1,"","",0,0,""
202,3622,203,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/MasqueradePortal_map.ao",1,1194,"",1,"","",0,0,""
203,3516,204,"Metadata/Effects/Microtransactions/Town_Portals/AtlasVoidstonePortal/AtlasVoidstonePortal_Controller.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlasVoidstonePortal/AtlasVoidstonePortal_Controller_map.ao",1,643,"",1,"","",0,0,""
204,3646,205,"Metadata/Effects/Microtransactions/Town_Portals/TentacleApparition/TentacleApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TentacleApparition/TentacleApparitionPortal_map.ao",1,"","",1,"","",0,0,""
205,3739,206,"Metadata/Effects/Microtransactions/Town_Portals/LakePortal/LakePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LakePortal/LakePortal_map.ao",1,660,"",1,"","",0,0,""
206,3730,207,"Metadata/Effects/Microtransactions/Town_Portals/MistPortal/MistPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MistPortal/MistPortal_map.ao",1,661,"",1,"","",0,0,""
207,3863,208,"Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/SoulWellPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/SoulWellPortal_map.ao",1,1212,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/SoulWellPortal_map.ao",0,0,""
208,3623,209,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Orange_MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Orange_MasqueradePortal_map.ao",1,1207,"",1,"","",0,0,""
209,3624,210,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Red_MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Red_MasqueradePortal_map.ao",1,1205,"",1,"","",0,0,""
210,3625,211,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Purple_MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Purple_MasqueradePortal_map.ao",1,1206,"",1,"","",0,0,""
211,3844,212,"Metadata/Effects/Microtransactions/Town_Portals/ChronomancerPortal/ao/chronomancerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ChronomancerPortal/ao/chronomancerPortal_map.ao",1,1209,"",1,"","",0,0,""
212,3855,213,"Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map_small.ao",1,604,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map.ao",0,0,""
213,3947,214,"Metadata/Effects/Microtransactions/Town_Portals/TencentLunarPortal/TencentLunarPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TencentLunarPortal/TencentLunarPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/TencentLunarPortal/TencentLunarPortal_map.ao",0,0,""
214,3971,215,"Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_map.ao",1,1235,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_map.ao",0,0,"globals.sun_portals.Call(sync_animations, this);"
215,3909,216,"Metadata/Effects/Microtransactions/Town_Portals/CrucibleFountain_Portal/CrucibleFountainPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/CrucibleFountain_Portal/CrucibleFountainPortal_map.ao",1,1247,"",1,"","",0,0,""
216,3972,217,"Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Lunar.ao","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Lunar_map.ao",1,1241,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Lunar_map.ao",0,0,"globals.sun_portals.Call(sync_animations, this);"
217,3973,218,"Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Demonic.ao","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Demonic_map.ao",1,1242,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Demonic_map.ao",0,0,"globals.sun_portals.Call(sync_animations, this);"
218,3900,219,"Metadata/Effects/Microtransactions/Town_Portals/WitchdoctorPortal/WitchdoctorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WitchdoctorPortal/WitchdoctorPortal_map.ao",1,"","",1,"","",0,0,""
219,4026,220,"Metadata/Effects/Microtransactions/Town_Portals/GatesofHellPortal/GatesofHellPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GatesofHellPortal/GatesofHellPortal_map.ao",1,1269,"",1,"","",32,40,"globals.gates_of_hell_portals.Call(sync_animations, this);"
220,4074,221,"Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/Gold_ChiYouPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/Gold_ChiYouPortal_map.ao",1,"","",1,"","",0,0,""
221,4098,222,"Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/HarbingerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/HarbingerPortal_map.ao",1,1279,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/HarbingerPortal_map.ao",0,0,""
222,4110,223,"Metadata/Effects/Microtransactions/Town_Portals/SpiderPortal/SpiderPortal01.ao","Metadata/Effects/Microtransactions/Town_Portals/SpiderPortal/SpiderPortal01_map.ao",1,1289,"",1,"","",0,0,""
223,4111,224,"Metadata/Effects/Microtransactions/Town_Portals/SpiderPortal/SpiderPortal02.ao","Metadata/Effects/Microtransactions/Town_Portals/SpiderPortal/SpiderPortal02_map.ao",1,1289,"",1,"","",0,0,""
224,4112,225,"Metadata/Effects/Microtransactions/Town_Portals/SpiderPortal/SpiderPortal03.ao","Metadata/Effects/Microtransactions/Town_Portals/SpiderPortal/SpiderPortal03_map.ao",1,1289,"",1,"","",0,0,""
225,4099,226,"Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/Starfall/HarbingerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/Starfall/HarbingerPortal_map.ao",1,1293,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/Starfall/HarbingerPortal_map.ao",0,0,""
226,4100,227,"Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/Sunprism/HarbingerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/Sunprism/HarbingerPortal_map.ao",1,1295,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/Sunprism/HarbingerPortal_map.ao",0,0,""
227,4101,228,"Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/VoidEmperor/HarbingerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/VoidEmperor/HarbingerPortal_map.ao",1,1297,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/HarbingerPortal/VoidEmperor/HarbingerPortal_map.ao",0,0,""
