"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","[rid]_32","[rid]_48","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","u16_112","bool_114","u16_115"
249,"8_12_2","Metadata/EnvironmentSettings/2_3_12_2.env",[],[],[],[],"","",0,"",0
250,"8_13_preboss","Metadata/EnvironmentSettings/2_3_13.env",[],[],[],[],"","",0,"",0
251,"8_13_boss","Metadata/EnvironmentSettings/2_3_13_boss.env",[],[],[],[],"","",0,"",0
252,"8_13_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
253,"8_13","Metadata/EnvironmentSettings/2_3_13_moon.env","[""Metadata/EnvironmentSettings/2_3_13_sun.env""]",[],[],[],0,"",0,"",0
254,"8_14","Metadata/EnvironmentSettings/2_3_14.env",[],[],[],[],"","",0,"",0
255,"9_1","Metadata/EnvironmentSettings/2_9_1.env",[],[],[],[],"","",0,"",0
256,"9_town","Metadata/EnvironmentSettings/2_9_town.env",[],[],[],[],"","",0,"",0
257,"9_2","Metadata/EnvironmentSettings/2_9_2.env",[],[],[],[],"","",0,"",0
258,"9_3","Metadata/EnvironmentSettings/2_9_3.env",[],[],[],[],"","",0,"",0
259,"9_3_event","Metadata/EnvironmentSettings/2_9_3_event.env",[],[],[],[],"","",0,"",0
260,"9_4","Metadata/EnvironmentSettings/2_9_4.env",[],[],[],[],"","",0,"",0
261,"9_4_boss1","Metadata/EnvironmentSettings/2_9_4_boss1.env",[],[],[],[],"","",0,"",0
262,"9_4_boss2","Metadata/EnvironmentSettings/2_9_4_boss2.env",[],[],[],[],"","",0,"",0
263,"9_5","Metadata/EnvironmentSettings/2_9_5.env",[],[],[],[],"","",0,"",0
264,"9_6","Metadata/EnvironmentSettings/2_9_6.env",[],[],[],[],"","",0,"",0
265,"9_7","Metadata/EnvironmentSettings/2_9_7.env",[],[],[],[],"","",0,"",0
266,"9_8","Metadata/EnvironmentSettings/2_9_8.env",[],[],[],[],"","",0,"",0
267,"9_8_synthesis","Metadata/EnvironmentSettings/2_9_8_synthesis.env",[],[],[],[],"","",0,"",0
268,"9_8_boss","Metadata/EnvironmentSettings/2_9_8_boss.env",[],[],[],[],"","",0,"",0
269,"9_8_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
270,"9_9","Metadata/EnvironmentSettings/2_9_9.env",[],[],[],[],"","",0,"",0
271,"9_10_1","Metadata/EnvironmentSettings/2_9_10_1.env",[],[],[],[],"","",0,"",0
272,"9_10_2_zone1","Metadata/EnvironmentSettings/2_9_10_2_zone1.env",[],[],[],[],"","",0,"",0
273,"9_10_2_zone2","Metadata/EnvironmentSettings/2_9_10_2_zone2.env",[],[],[],[],"","",0,"",0
274,"9_10_2_zone3","Metadata/EnvironmentSettings/2_9_10_2_zone3.env",[],[],[],[],"","",0,"",0
275,"9_10_2_zone4","Metadata/EnvironmentSettings/2_9_10_2_zone4.env",[],[],[],[],"","",0,"",0
276,"9_10_2_zone5","Metadata/EnvironmentSettings/2_9_10_2_zone5.env",[],[],[],[],"","",0,"",0
277,"9_10_2_zone6","Metadata/EnvironmentSettings/2_9_10_2_zone6.env",[],[],[],[],"","",0,"",0
278,"9_10_2_zone7","Metadata/EnvironmentSettings/2_9_10_2_zone7.env",[],[],[],[],"","",0,"",0
279,"9_SubareaRefinery","Metadata/EnvironmentSettings/2_9_SubareaRefinery.env",[],[],[],[],"","",0,"",0
280,"10_town","Metadata/EnvironmentSettings/2_10_town.env",[],[],[],[],"","",0,"",0
281,"10_1","Metadata/EnvironmentSettings/2_10_1.env",[],[],[],[],"","",0,"",0
282,"10_2","Metadata/EnvironmentSettings/2_10_2.env",[],[],[],[],"","",0,"",0
283,"10_3","Metadata/EnvironmentSettings/2_10_3.env",[],[],[],[],"","",0,"",0
284,"10_4","Metadata/EnvironmentSettings/2_10_4.env",[],[],[],[],"","",0,"",0
285,"10_4_boss","Metadata/EnvironmentSettings/2_10_4_boss.env",[],[],[],[],"","",0,"",0
286,"10_4_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
287,"10_5","Metadata/EnvironmentSettings/2_10_5.env","[""Metadata/EnvironmentSettings/2_10_6.env""]",[],[],[],0,"",0,"",0
288,"10_6","Metadata/EnvironmentSettings/2_10_6.env",[],[],[],[],"","",0,"",0
289,"10_7","Metadata/EnvironmentSettings/2_10_7.env",[],[],[],[],"","",0,"",0
290,"10_8","Metadata/EnvironmentSettings/2_10_8.env",[],[],[],[],"","",0,"",0
291,"10_9_start","Metadata/EnvironmentSettings/2_10_9_start.env",[],[],[],[],"","",0,"",0
292,"10_9","Metadata/EnvironmentSettings/2_10_9.env",[],[],[],[],"","",0,"",0
293,"10_kitava_arena","Metadata/EnvironmentSettings/2_10_kitava_arena.env",[],[],[],[],"","",0,"",0
294,"11_town","Metadata/EnvironmentSettings/2_11_town.env",[],[],[],[],"","",0,"",0
295,"11_shaper","Metadata/EnvironmentSettings/2_11_shaper_lab.env",[],[],[],[],"","",0,"",0
296,"11_shaper_trailer","Metadata/EnvironmentSettings/2_11_shaper_lab_trailer.env",[],[],[],[],"","",0,"",0
297,"11_1","Metadata/EnvironmentSettings/2_11_1.env",[],[],[],[],"","",0,"",0
298,"11_courts","Metadata/EnvironmentSettings/2_11_courts.env",[],[],[],[],"","",0,"",0
299,"11_2","Metadata/EnvironmentSettings/2_11_2.env",[],[],[],[],"","",0,"",0
300,"11_reliquary","Metadata/EnvironmentSettings/2_11_reliquary.env",[],[],[],[],"","",0,"",0
301,"11_endgame_town","Metadata/EnvironmentSettings/2_11_endgame_town.env",[],[],[],[],"","",0,"",0
302,"11_endgame_town_underground","Metadata/EnvironmentSettings/2_11_endgame_town_underground.env","[""Metadata/EnvironmentSettings/2_11_endgame_town.env""]",[],[],[],0,"",0,"",0
303,"SideBeach1","Metadata/EnvironmentSettings/SideBeach1.env",[],[],[],[],"","",0,"",0
304,"SideCaves1","Metadata/EnvironmentSettings/SideCaves1.env",[],[],[],[],"","",0,"",0
305,"SideCaves2","Metadata/EnvironmentSettings/SideCaves2.env",[],[],[],[],"","",0,"",0
306,"SideCliff1","Metadata/EnvironmentSettings/SideCliff1.env",[],[],[],[],"","",0,"",0
307,"SideLedge1","Metadata/EnvironmentSettings/SideLedge1.env",[],[],[],[],"","",0,"",0
308,"SidePrison1","Metadata/EnvironmentSettings/SidePrison1.env",[],[],[],[],"","",0,"",0
309,"SideForestCliff1","Metadata/EnvironmentSettings/SideForestCliff1.env",[],[],[],[],"","",0,"",0
310,"SideThickforest1","Metadata/EnvironmentSettings/SideThickForest1.env",[],[],[],[],"","",0,"",0
311,"SideForestCave1","Metadata/EnvironmentSettings/SideForestCave1.env",[],[],[],[],"","",0,"",0
312,"SideForestCliff2","Metadata/EnvironmentSettings/SideForestCliff2.env",[],[],[],[],"","",0,"",0
313,"SideChurch1","Metadata/EnvironmentSettings/SideChurch1.env",[],[],[],[],"","",0,"",0
314,"SideChamber1","Metadata/EnvironmentSettings/SideChamber1.env",[],[],[],[],"","",0,"",0
315,"SideThicket1","Metadata/EnvironmentSettings/SideThicket1.env",[],[],[],[],"","",0,"",0
316,"SideInca1","Metadata/EnvironmentSettings/SideInca1.env",[],[],[],[],"","",0,"",0
317,"SideChurch2","Metadata/EnvironmentSettings/SideChurch2.env",[],[],[],[],"","",0,"",0
318,"SideDock1","Metadata/EnvironmentSettings/SideDock1.env",[],[],[],[],"","",0,"",0
319,"SideGarden1","Metadata/EnvironmentSettings/SideGarden1.env",[],[],[],[],"","",0,"",0
320,"SideTower1","Metadata/EnvironmentSettings/SideTower1.env",[],[],[],[],"","",0,"",0
321,"SideJail1","Metadata/EnvironmentSettings/SideJail1.env",[],[],[],[],"","",0,"",0
322,"SideLibrary1","Metadata/EnvironmentSettings/SideLibrary1.env",[],[],[],[],"","",0,"",0
323,"SideScepter1","Metadata/EnvironmentSettings/SideScepter1.env",[],[],[],[],"","",0,"",0
324,"SideSewer1","Metadata/EnvironmentSettings/SideSewer1.env",[],[],[],[],"","",0,"",0
325,"SideTemple1","Metadata/EnvironmentSettings/SideTemple1.env",[],[],[],[],"","",0,"",0
326,"SideTemple2","Metadata/EnvironmentSettings/SideTemple2.env",[],[],[],[],"","",0,"",0
327,"SideLunarisPart2","Metadata/EnvironmentSettings/SideLunarisPart2.env",[],[],[],[],"","",0,"",0
328,"SideWarehouse1","Metadata/EnvironmentSettings/SideWarehouse1.env",[],[],[],[],"","",0,"",0
329,"SideWarehouse2","Metadata/EnvironmentSettings/SideWarehouse2.env",[],[],[],[],"","",0,"",0
330,"SideWarehouse3","Metadata/EnvironmentSettings/SideWarehouse3.env",[],[],[],[],"","",0,"",0
331,"SideSewer4","Metadata/EnvironmentSettings/SideSewer4.env",[],[],[],[],"","",0,"",0
332,"SideChurch4","Metadata/EnvironmentSettings/SideChurch4.env",[],[],[],[],"","",0,"",0
333,"SideCaves4","Metadata/EnvironmentSettings/SideCaves4.env",[],[],[],[],"","",0,"",0
334,"SideMines4","Metadata/EnvironmentSettings/SideMines4.env",[],[],[],[],"","",0,"",0
335,"SideDriedLake","Metadata/EnvironmentSettings/SideDriedLake.env",[],[],[],[],"","",0,"",0
336,"SideAscent","Metadata/EnvironmentSettings/SideAscent.env",[],[],[],[],"","",0,"",0
337,"SideUpperSlavePens","Metadata/EnvironmentSettings/SideUpperSlavePens.env",[],[],[],[],"","",0,"",0
338,"SideOriathSquare","Metadata/EnvironmentSettings/SideOriathSquare.env",[],[],[],[],"","",0,"",0
339,"SideOriathCanals","Metadata/EnvironmentSettings/SideOriathCanals.env",[],[],[],[],"","",0,"",0
340,"SideTemplarCourts","Metadata/EnvironmentSettings/SideTemplarCourts.env",[],[],[],[],"","",0,"",0
341,"SideTorchedCourts","Metadata/EnvironmentSettings/SideTorchedCourts.env",[],[],[],[],"","",0,"",0
342,"SideInnocence","Metadata/EnvironmentSettings/SideInnocence.env",[],[],[],[],"","",0,"",0
343,"SideOssuary","Metadata/EnvironmentSettings/SideOssuary.env",[],[],[],[],"","",0,"",0
344,"SideReliquary","Metadata/EnvironmentSettings/SideReliquary.env",[],[],[],[],"","",0,"",0
345,"SideCathedralRoof","Metadata/EnvironmentSettings/SideCathedralRoof.env",[],[],[],[],"","",0,"",0
346,"SideRadiantPools","Metadata/EnvironmentSettings/SideRadiantPool.env",[],[],[],[],"","",0,"",0
347,"SideRidge","Metadata/EnvironmentSettings/SideRidge.env",[],[],[],[],"","",0,"",0
348,"SideScriptorium","Metadata/EnvironmentSettings/SideScriptorium.env",[],[],[],[],"","",0,"",0
349,"SideCauseway","Metadata/EnvironmentSettings/SideCauseway.env",[],[],[],[],"","",0,"",0
350,"SideSpiderGod","Metadata/EnvironmentSettings/SideSpiderGod.env",[],[],[],[],"","",0,"",0
351,"SidePromenade","Metadata/EnvironmentSettings/SidePromenade.env",[],[],[],[],"","",0,"",0
352,"SideBathHouse","Metadata/EnvironmentSettings/SideBathHouse.env",[],[],[],[],"","",0,"",0
353,"SideDesert","Metadata/EnvironmentSettings/SideDesert.env",[],[],[],[],"","",0,"",0
354,"SideFoothills","Metadata/EnvironmentSettings/SideFoothills.env",[],[],[],[],"","",0,"",0
355,"SideRefinery","Metadata/EnvironmentSettings/SideRefinery.env",[],[],[],[],"","",0,"",0
356,"SideBoilingLake","Metadata/EnvironmentSettings/SideBoilingLake.env",[],[],[],[],"","",0,"",0
357,"SideLawlessCourts","Metadata/EnvironmentSettings/SideLawlessCourts.env",[],[],[],[],"","",0,"",0
358,"SideFissure","Metadata/EnvironmentSettings/SideFissure.env",[],[],[],[],"","",0,"",0
359,"SideGlacier","Metadata/EnvironmentSettings/SideGlacier.env",[],[],[],[],"","",0,"",0
360,"SideIceForest","Metadata/EnvironmentSettings/SideIceForest.env",[],[],[],[],"","",0,"",0
361,"LeagueAbyss","Metadata/EnvironmentSettings/LeagueAbyss.env",[],[],[],[],"","",0,"",0
362,"LeagueAbyssBoss","Metadata/EnvironmentSettings/LeagueAbyssBoss.env",[],[],[],[],"","",0,"",0
363,"LeagueBestiary_TigerBoss","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss.env",[],[],[],[],"","",0,"",0
364,"LeagueBestiary_TigerBoss_Spirit","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss_Spirit.env",[],[],[],[],"","",0,"",0
365,"LeagueBestiary_CrabBoss","Metadata/EnvironmentSettings/LeagueBestiary_CrabBoss.env",[],[],[],[],"","",0,"",0
366,"LeagueBestiary_CrabBossCave","Metadata/EnvironmentSettings/LeagueBestiary_CrabBossCave.env",[],[],[],[],"","",0,"",0
367,"LeagueBestiary_ScorpBossUpper","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossUpper.env",[],[],[],[],"","",0,"",0
368,"LeagueBestiary_ScorpBossLower","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossLower.env",[],[],[],[],"","",0,"",0
369,"LeagueBestiary_BirdsBoss","Metadata/EnvironmentSettings/LeagueBestiary_BirdsBoss.env",[],[],[],[],"","",0,"",0
370,"Talisman_Rigwald","Metadata/EnvironmentSettings/Talisman_Rigwald.env",[],[],[],[],"","",0,"",0
371,"Prophecy_PaleCourt","Metadata/EnvironmentSettings/Prophecy_PaleCourt.env",[],[],[],[],"","",0,"",0
372,"Labyrinth_Airlock","Metadata/EnvironmentSettings/Labyrinth_Airlock.env",[],[],[],[],"","",0,"",0
373,"Labyrinth_AirlockClean","Metadata/EnvironmentSettings/Labyrinth_AirlockClean.env",[],[],[],[],"","",0,"",0
374,"Labyrinth_ElegantHouse","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse.env",[],[],[],[],"","",0,"",0
375,"Labyrinth_OutdoorHouse","Metadata/EnvironmentSettings/Labyrinth_OutdoorHouse.env",[],[],[],[],"","",0,"",0
376,"Labyrinth_DryGarden","Metadata/EnvironmentSettings/Labyrinth_DryGarden.env",[],[],[],[],"","",0,"",0
377,"Labyrinth_Crypt","Metadata/EnvironmentSettings/Labyrinth_Crypt.env",[],[],[],[],"","",0,"",0
378,"Labyrinth_Prison","Metadata/EnvironmentSettings/Labyrinth_Prison.env",[],[],[],[],"","",0,"",0
379,"Labyrinth_BossPlaza","Metadata/EnvironmentSettings/Labyrinth_Boss_Plaza.env",[],[],[],[],"","",0,"",0
380,"Labyrinth_BossPre","Metadata/EnvironmentSettings/Labyrinth_Boss_Arena.env",[],[],[],[],"","",0,"",0
381,"Labyrinth_BossEnv","Metadata/EnvironmentSettings/Labyrinth_Boss.env",[],[],[],[],"","",0,"",0
382,"Labyrinth_BossSilent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
383,"Labyrinth_BossProphecy","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse_prophecy.env",[],[],[],[],"","",0,"",0
384,"Labyrinth_RuinedTemple","Metadata/EnvironmentSettings/Labyrinth_RuinedTemple.env",[],[],[],[],"","",0,"",0
385,"MapManor_Perandus","Metadata/EnvironmentSettings/Map2Tier10_5Unique.env",[],[],[],[],"","",0,"",0
386,"MapPlaza","Metadata/EnvironmentSettings/MapPlaza.env",[],[],[],[],"","",0,"",0
387,"FFA","Metadata/EnvironmentSettings/FFA.env",[],[],[],[],"","",0,"",0
388,"PvPBeach","Metadata/EnvironmentSettings/pvpBeach.env",[],[],[],[],"","",0,"",0
389,"PvPForest","Metadata/EnvironmentSettings/pvpForest.env",[],[],[],[],"","",0,"",0
390,"PvPChurch","Metadata/EnvironmentSettings/pvpChurch.env",[],[],[],[],"","",0,"",0
391,"PvPPrison","Metadata/EnvironmentSettings/pvpPrison.env",[],[],[],[],"","",0,"",0
392,"PvPSewers","Metadata/EnvironmentSettings/pvpSewers.env",[],[],[],[],"","",0,"",0
393,"PvPSlums","Metadata/EnvironmentSettings/pvpSlums.env",[],[],[],[],"","",0,"",0
394,"PvPDocks","Metadata/EnvironmentSettings/pvpDocks.env",[],[],[],[],"","",0,"",0
395,"PvPBattlefront","Metadata/EnvironmentSettings/pvpBattlefront.env",[],[],[],[],"","",0,"",0
396,"PvPColosseum","Metadata/EnvironmentSettings/pvpColosseum.env",[],[],[],[],"","",0,"",0
397,"PvPTemple","Metadata/EnvironmentSettings/pvpTemple.env",[],[],[],[],"","",0,"",0
398,"EndGameAcidCaverns","Metadata/EnvironmentSettings/EndgameAcidCavens.env",[],[],[],[],"","",0,"",0
399,"EndGameAcidCaverns_synthesis","Metadata/EnvironmentSettings/EndgameAcidCavens_synthesis.env",[],[],[],[],"","",0,"",0
400,"EndGameFields","Metadata/EnvironmentSettings/EndGameFields.env",[],[],[],[],"","",0,"",0
401,"EndGameFields_boss","Metadata/EnvironmentSettings/EndGameFieldsBoss.env",[],[],[],[],"","",0,"",0
402,"EndGameFields_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
403,"EndGameAtlasPhoenix","Metadata/EnvironmentSettings/EndGameAtlasPhoenix.env",[],[],[],[],"","",0,"",0
404,"EndGameAtlasPhoenix_Boss","Metadata/EnvironmentSettings/EndGameAtlasPhoenix_Boss.env",[],[],[],[],"","",0,"",0
405,"EndGameAtlasPhoenix_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
406,"EndGameAtlasHydra","Metadata/EnvironmentSettings/EndGameAtlasHydra.env",[],[],[],[],"","",0,"",0
407,"EndGameAtlasHydra_Boss","Metadata/EnvironmentSettings/EndGameAtlasHydra_Boss.env",[],[],[],[],"","",0,"",0
408,"EndGameAtlasHydra_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
409,"EndGameAtlasMinotaur","Metadata/EnvironmentSettings/EndGameAtlasMinotaur.env",[],[],[],[],"","",0,"",0
410,"EndGameAtlasMinotaur_Boss","Metadata/EnvironmentSettings/EndGameAtlasMinotaur_Boss.env",[],[],[],[],"","",0,"",0
411,"EndGameAtlasMinotaur_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
412,"EndGameAtlasChimera","Metadata/EnvironmentSettings/EndGameAtlasChimera.env",[],[],[],[],"","",0,"",0
413,"EndGameAtlasChimera_Boss","Metadata/EnvironmentSettings/EndGameAtlasChimera_Boss.env",[],[],[],[],"","",0,"",0
414,"EndGameAtlasChimera_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
415,"EndGameAtlasShaper","Metadata/EnvironmentSettings/EndGameAtlasShaper.env",[],[],[],[],"","",0,"",0
416,"EndGameAtlasShaper_Boss","Metadata/EnvironmentSettings/EndGameAtlasShaper_boss.env",[],[],[],[],"","",0,"",0
417,"EndGameAtlasShaper_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
418,"EndGameAtlasShaperPrison","Metadata/EnvironmentSettings/EndGameAtlasShaperPrison.env",[],[],[],[],"","",0,"",0
419,"EndGameAtlasShaperPits","Metadata/EnvironmentSettings/EndGameAtlasShaperPits.env",[],[],[],[],"","",0,"",0
420,"EndGameAtlasShaperForest","Metadata/EnvironmentSettings/EndGameAtlasShaperForest.env",[],[],[],[],"","",0,"",0
421,"EndGameAtlasShaperBelly","Metadata/EnvironmentSettings/EndGameAtlasShaperBelly.env",[],[],[],[],"","",0,"",0
422,"EndGameAtlasShaperHouse","Metadata/EnvironmentSettings/EndGameAtlasShaperHouse.env",[],[],[],[],"","",0,"",0
423,"EndGameAtlasShaperDungeon","Metadata/EnvironmentSettings/EndGameAtlasShaperDungeon.env",[],[],[],[],"","",0,"",0
424,"EndGameAtlasShaperSceptre","Metadata/EnvironmentSettings/EndGameAtlasShaperSceptre.env",[],[],[],[],"","",0,"",0
425,"EndGameAtlasShaperBellyBosses","Metadata/EnvironmentSettings/EndGameAtlasShaperBellyBosses.env",[],[],[],[],"","",0,"",0
426,"EndGameAtlasShaperShadowBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperShadowBoss.env",[],[],[],[],"","",0,"",0
427,"EndGameAtlasShaperMerveil","Metadata/EnvironmentSettings/EndGameAtlasShaperMerveil.env",[],[],[],[],"","",0,"",0
428,"EndGameAtlasShaperPitBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperPitBoss.env",[],[],[],[],"","",0,"",0
429,"EndGameAtlasShaperRigwald","Metadata/EnvironmentSettings/EndGameAtlasShaperRigwald.env",[],[],[],[],"","",0,"",0
430,"EndGameAtlasShaperBruteBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperBruteBoss.env",[],[],[],[],"","",0,"",0
431,"EndGameAtlasShaperGoddess","Metadata/EnvironmentSettings/EndGameAtlasShaperGoddess.env",[],[],[],[],"","",0,"",0
432,"EndGameAtlasShaperKaom","Metadata/EnvironmentSettings/EndGameAtlasShaperKaom.env",[],[],[],[],"","",0,"",0
433,"EndGameAtlasShaperAxisGeneral","Metadata/EnvironmentSettings/EndGameAtlasShaperAxisGeneral.env",[],[],[],[],"","",0,"",0
434,"EndGameAtlasShaperWeaver","Metadata/EnvironmentSettings/EndGameAtlasShaperWeaver.env",[],[],[],[],"","",0,"",0
435,"EndGameAtlasShaperSeaWitchSpark","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchSpark.env",[],[],[],[],"","",0,"",0
436,"EndGameAtlasShaperSeaWitchFire","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchFire.env",[],[],[],[],"","",0,"",0
437,"EndGameAtlasShaperPiety","Metadata/EnvironmentSettings/EndGameAtlasShaperPiety.env",[],[],[],[],"","",0,"",0
438,"EndGamePortal","Metadata/EnvironmentSettings/EndGamePortal.env",[],[],[],[],"","",0,"",0
439,"EndGamePrison1","Metadata/EnvironmentSettings/EndGamePrison.env",[],[],[],[],"","",0,"",0
440,"EndGamePrison1_synthesis","Metadata/EnvironmentSettings/EndGamePrison_synthesis.env",[],[],[],[],"","",0,"",0
441,"EndGameForest1","Metadata/EnvironmentSettings/EndGameForest.env",[],[],[],[],"","",0,"",0
442,"EndGameForestUnderground","Metadata/EnvironmentSettings/EndGameForestUndergound.env",[],[],[],[],"","",0,"",0
443,"EndGameReef","Metadata/EnvironmentSettings/EndGameReef.env",[],[],[],[],"","",0,"",0
444,"EndGameReef_synthesis","Metadata/EnvironmentSettings/EndGameReef_synthesis.env",[],[],[],[],"","",0,"",0
445,"EndGameReefPreboss","Metadata/EnvironmentSettings/EndGameReef_boss.env",[],[],[],[],"","",0,"",0
446,"EndGameReefBoss","Metadata/EnvironmentSettings/EndGameReef_boss.env",[],[],[],[],"","",0,"",0
447,"EndGameReefBoss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
448,"EndGameLedge","Metadata/EnvironmentSettings/EndGameLedge.env",[],[],[],[],"","",0,"",0
449,"EndGameLedge2","Metadata/EnvironmentSettings/EndGameLedge2.env",[],[],[],[],"","",0,"",0
450,"EndGameLedge2_synthesis","Metadata/EnvironmentSettings/EndGameLedge2_synthesis.env",[],[],[],[],"","",0,"",0
451,"EndGameSwampFetid","Metadata/EnvironmentSettings/EndGameSwampFetid.env",[],[],[],[],"","",0,"",0
452,"EndGameSwampBog","Metadata/EnvironmentSettings/EndGameSwampBog.env",[],[],[],[],"","",0,"",0
453,"EndGameSwampBog_synthesis","Metadata/EnvironmentSettings/EndGameSwampBog_synthesis.env",[],[],[],[],"","",0,"",0
454,"EndGameSwampBog2","Metadata/EnvironmentSettings/EndGameSwampBog2.env",[],[],[],[],"","",0,"",0
455,"EndGameCaveRiver","Metadata/EnvironmentSettings/EndGameCaveRiver.env",[],[],[],[],"","",0,"",0
456,"EndGameCrystalOre","Metadata/EnvironmentSettings/EndGameCrystalOre.env",[],[],[],[],"","",0,"",0
457,"EndGameCaveTunnels","Metadata/EnvironmentSettings/EndGameCaveTunnels.env",[],[],[],[],"","",0,"",0
458,"EndGameRuinedTempleForest","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env",[],[],[],[],"","",0,"",0
459,"EndGameOvergrownRuin_boss","Metadata/EnvironmentSettings/EndGameOvergrownRuinBoss.env",[],[],[],[],"","",0,"",0
460,"EndGameOvergrownRuin_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
461,"EndGameIncaPyramid","Metadata/EnvironmentSettings/EndGameIncaPyramid.env",[],[],[],[],"","",0,"",0
462,"EndGameIncaVault","Metadata/EnvironmentSettings/EndGameIncaVault.env",[],[],[],[],"","",0,"",0
463,"EndGameCovesIsland","Metadata/EnvironmentSettings/EndGameCovesIsland.env",[],[],[],[],"","",0,"",0
464,"EndGameRockyClimb","Metadata/EnvironmentSettings/EndGameRockyClimb.env",[],[],[],[],"","",0,"",0
465,"EndGameGraveyard","Metadata/EnvironmentSettings/EndGameGraveyard.env",[],[],[],[],"","",0,"",0
466,"EndGameGraveyard_synthesis","Metadata/EnvironmentSettings/EndGameGraveyard_synthesis.env",[],[],[],[],"","",0,"",0
467,"EndGameGraveyardInside","Metadata/EnvironmentSettings/EndGameGraveyardInside.env",[],[],[],[],"","",0,"",0
468,"EndGameGraveyardBoss","Metadata/EnvironmentSettings/EndGameGraveyardBoss.env",[],[],[],[],"","",0,"",0
469,"EndGameAct3church","Metadata/EnvironmentSettings/EndGameAct3church.env",[],[],[],[],"","",0,"",0
470,"EndGameAct3church_synthesis","Metadata/EnvironmentSettings/EndGameAct3church_synthesis.env",[],[],[],[],"","",0,"",0
471,"EndGameJail","Metadata/EnvironmentSettings/EndGameJail.env",[],[],[],[],"","",0,"",0
472,"EndGameWaterfallCave","Metadata/EnvironmentSettings/EndGameWaterfallCave.env",[],[],[],[],"","",0,"",0
473,"EndGameWaterfallCave_synthesis","Metadata/EnvironmentSettings/EndGameWaterfallCave_synthesis.env",[],[],[],[],"","",0,"",0
474,"EndGameThicket","Metadata/EnvironmentSettings/EndGameThicket.env",[],[],[],[],"","",0,"",0
475,"EndGameThicket_synthesis","Metadata/EnvironmentSettings/EndGameThicket_synthesis.env",[],[],[],[],"","",0,"",0
476,"EndGamePoolsStreams","Metadata/EnvironmentSettings/EndGamePoolsStreams.env",[],[],[],[],"","",0,"",0
477,"EndGamePoolsStreams_synthesis","Metadata/EnvironmentSettings/EndGamePoolsStreams_synthesis.env",[],[],[],[],"","",0,"",0
478,"EndGameShipGraveyard","Metadata/EnvironmentSettings/EndGameShipGraveyard.env",[],[],[],[],"","",0,"",0
479,"EndGameDunes","Metadata/EnvironmentSettings/EndGameTerraces.env",[],[],[],[],"","",0,"",0
480,"EndGameDryForest","Metadata/EnvironmentSettings/EndGameDryForest.env",[],[],[],[],"","",0,"",0
481,"EndGameAct2Church","Metadata/EnvironmentSettings/EndGameAct2Church.env",[],[],[],[],"","",0,"",0
482,"EndGameAct2ChurchBoss","Metadata/EnvironmentSettings/EndGameAct2ChurchBoss.env",[],[],[],[],"","",0,"",0
483,"EndGameSaltFlats","Metadata/EnvironmentSettings/EndGameSaltFlats.env",[],[],[],[],"","",0,"",0
484,"EndGameDarkForest","Metadata/EnvironmentSettings/EndGameDarkForest.env",[],[],[],[],"","",0,"",0
485,"EndGameDarkForest_synthesis","Metadata/EnvironmentSettings/EndGameDarkForest_synthesis.env",[],[],[],[],"","",0,"",0
486,"EndGameSpiderGrove","Metadata/EnvironmentSettings/EndGameSpiderGrove.env",[],[],[],[],"","",0,"",0
487,"EndGameSpiderGrove_synthesis","Metadata/EnvironmentSettings/EndGameSpiderGrove_synthesis.env",[],[],[],[],"","",0,"",0
488,"EndGameSpiderLair","Metadata/EnvironmentSettings/EndGameSpiderLair.env",[],[],[],[],"","",0,"",0
489,"EndGameSpiderLair_synthesis","Metadata/EnvironmentSettings/EndGameSpiderLair_synthesis.env",[],[],[],[],"","",0,"",0
